T,9333,CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,CHEMBL1677,"TACRINE HYDROCHLORID","TACRINE HYDROCHLORID",1.442,1,13,0.86
T,429737,CHEMBL1535,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,CHEMBL1690,"HYDROXYCHLOROQUINE S","HYDROXYCHLOROQUINE S",1.433,1,14,0.92
T,43740,CHEMBL771,N[C@@H]1CONC1=O,CHEMBL771,D-CYCLOSERINE,D-CYCLOSERINE,1.427,1,15,0.99
T,442697,CHEMBL448864,N[C@H]1CONC1=O,CHEMBL448864,"(S,-) CYCLOSERINE","(S,-) CYCLOSERINE",1.42,1,16,1.06
T,255477,CHEMBL1294,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,CHEMBL1435413,"QUINIDINE HYDROCHLOR","QUINIDINE HYDROCHLOR",1.411,1,17,1.12
T,1119710,CHEMBL1740659,C/C(=C(/CCO)SSCC1CCCO1)N(C=O)Cc1cnc(C)nc1N,CHEMBL1705673,"FURSULTIAMINE HYDROC","FURSULTIAMINE HYDROC",1.385,1,18,1.19
T,10519,CHEMBL12344,CN(C)CCCSC(=N)N,CHEMBL4303185,"DIMAPRIT DIHYDROCHLO","DIMAPRIT DIHYDROCHLO",1.382,1,19,1.25
T,674337,CHEMBL1200386,CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,CHEMBL1200386,PREDNICARBATE,PREDNICARBATE,1.368,1,20,1.32
T,217341,CHEMBL132530,C[C@]12CC[C@H]3[C@@H](CCC4=C(O)C(=O)CC[C@@]43C)[C@@H]1CCC2=O,CHEMBL132530,FORMESTANE,FORMESTANE,1.365,1,21,1.39
T,6579,CHEMBL76,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,CHEMBL58510,"CHLOROQUINE DIPHOSPH","CHLOROQUINE DIPHOSPH",1.351,1,22,1.45
T,675199,CHEMBL1201248,COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC,CHEMBL1200641,"CISATRACURIUM BESYLA","CISATRACURIUM BESYLA",1.338,1,23,1.52
T,111482,CHEMBL1002,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1,CHEMBL1201061,"LEVALBUTEROL HYDROCH","LEVALBUTEROL HYDROCH",1.311,1,24,1.59
T,316787,CHEMBL1372,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,CHEMBL1372,OXIGLUTATIONE,OXIGLUTATIONE,1.297,1,25,1.65
T,155859,CHEMBL323533,C[C@]12CC[C@H]3C(=CCc4cc(O)ccc43)[C@@H]1CCC2=O,CHEMBL323533,EQUILIN,EQUILIN,1.282,1,26,1.72
T,37260,CHEMBL27193,C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1,CHEMBL27193,DILEVALOL,DILEVALOL,1.277,1,27,1.78
T,2341225,CHEMBL4303354,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1OC(C)=O,CHEMBL4303354,"ACETYL SPIRAMYCIN","ACETYL SPIRAMYCIN",1.276,1,28,1.85
T,186531,CHEMBL114655,CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1,CHEMBL114655,NYLIDRIN,NYLIDRIN,1.263,1,29,1.92
T,1243552,CHEMBL1902981,CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1,CHEMBL2360601,"EPERISONE HCL","EPERISONE HCL",1.254,1,30,1.98
T,419601,CHEMBL1503,COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,CHEMBL1503,OMEPRAZOLE,OMEPRAZOLE,1.249,1,31,2.05
T,209228,CHEMBL127810,CCCNC(C)(C)COC(=O)c1ccccc1,CHEMBL2104800,"MEPRYLCAINE HYDROCHL","MEPRYLCAINE HYDROCHL",1.23,1,32,2.11
T,421034,CHEMBL1510,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,CHEMBL1510,ELETRIPTAN,ELETRIPTAN,1.227,1,33,2.18
T,453532,CHEMBL1574,CC(C)(N)Cc1ccccc1,CHEMBL1200912,"PHENTERMINE HYDROCHL","PHENTERMINE HYDROCHL",1.219,1,34,2.25
T,430546,CHEMBL1539,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,CHEMBL1539,SULFADOXINE,SULFADOXINE,1.199,1,35,2.31
T,209594,CHEMBL1200,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N,CHEMBL1200654,"BENOXINATE HYDROCHLO","BENOXINATE HYDROCHLO",1.193,1,36,2.38
T,1795,CHEMBL33,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,CHEMBL33,LEVOFLOXACIN,LEVOFLOXACIN,1.186,1,37,2.44
T,66687,CHEMBL46469,O=C1c2c(O)cccc2Cc2cccc(O)c21,CHEMBL46469,ANTHRALIN,ANTHRALIN,1.184,1,38,2.51
T,57175,CHEMBL826,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,CHEMBL826,ENOXACIN,ENOXACIN,1.182,1,39,2.58
T,3599,CHEMBL49,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,CHEMBL1200399,"BUSPIRONE HYDROCHLOR","BUSPIRONE HYDROCHLOR",1.176,1,40,2.64
T,691562,CHEMBL1229211,C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N21,CHEMBL1229211,DOLUTEGRAVIR,DOLUTEGRAVIR,1.174,1,41,2.71
T,611591,CHEMBL1076211,Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,CHEMBL1395150,"TOLPERISONE HYDROCHL","TOLPERISONE HYDROCHL",1.172,1,42,2.77
T,1363360,CHEMBL2079130,CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,CHEMBL2079130,VONOPRAZAN,VONOPRAZAN,1.171,1,43,2.84
T,231013,CHEMBL1241,CN(C)CCN(Cc1ccccc1)c1ccccn1,CHEMBL1200446,"TRIPELENNAMINE HYDRO","TRIPELENNAMINE HYDRO",1.17,1,44,2.91
T,116848,CHEMBL1016,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,CHEMBL1016,CANDESARTAN,CANDESARTAN,1.166,1,45,2.97
T,321964,CHEMBL1382,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,CHEMBL1200871,"TOLTERODINE TARTRATE","TOLTERODINE TARTRATE",1.165,1,46,3.04
T,642262,CHEMBL1160723,CC(C)NC[C@H](O)c1ccc(O)c(O)c1,CHEMBL1256360,"(-) ISOPROTERENOL HY","(-) ISOPROTERENOL HY",1.163,1,47,3.1
T,231925,CHEMBL141305,CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1,CHEMBL141305,CYCLOFENIL,CYCLOFENIL,1.162,1,48,3.17
T,6784,CHEMBL10316,c1ccc2c(c1)OCC(C1=NCCN1)O2,CHEMBL543467,"IDAZOXAN HYDROCHLORI","IDAZOXAN HYDROCHLORI",1.162,1,49,3.24
T,16391,CHEMBL564,CN(C)CCCN1c2ccccc2Sc2ccccc21,CHEMBL1200469,"PROMAZINE HYDROCHLOR","PROMAZINE HYDROCHLOR",1.161,1,50,3.3
T,104385,CHEMBL305187,CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,CHEMBL1256662,"IFENPRODIL TARTRATE","IFENPRODIL TARTRATE",1.159,1,51,3.37
T,34197,CHEMBL715,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,CHEMBL715,OLANZAPINE,OLANZAPINE,1.156,1,52,3.43
T,267163,CHEMBL1323,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc(N)cc1,CHEMBL1323,DARUNAVIR,DARUNAVIR,1.155,1,53,3.5
T,674357,CHEMBL1200406,CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,CHEMBL1200406,DIMENHYDRINATE,DIMENHYDRINATE,1.153,1,54,3.57
T,139237,CHEMBL314437,CCC1(c2cccc(O)c2)CCCCN(C)C1,CHEMBL1477274,"MEPTAZINOL HYDROCHLO","MEPTAZINOL HYDROCHLO",1.137,1,55,3.63
T,801908,CHEMBL1378024,CCCc1cc(C(N)=S)ccn1,CHEMBL1378024,PROTHIONAMIDE,PROTHIONAMIDE,1.136,1,56,3.7
T,675289,CHEMBL1201338,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,CHEMBL1200473,"CYCLOPENTOLATE HYDRO","CYCLOPENTOLATE HYDRO",1.136,1,57,3.76
T,408583,CHEMBL245807,O=C1Nc2ccccc2C1(c1ccc(O)cc1)c1ccc(O)cc1,CHEMBL245807,OXYPHENISATIN,OXYPHENISATIN,1.128,1,58,3.83
T,842060,CHEMBL1418176,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,CHEMBL1418176,METHANDROSTENOLONE,METHANDROSTENOLONE,1.126,1,59,3.9
T,1533464,CHEMBL2356275,,CHEMBL2356275,"MERBROMIN DISODIUM S","MERBROMIN DISODIUM S",1.121,1,60,3.96
T,675168,CHEMBL1201217,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,CHEMBL1200478,"DYCLONINE HYDROCHLOR","DYCLONINE HYDROCHLOR",1.119,1,61,4.03
T,674643,CHEMBL1200692,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,CHEMBL1200692,OLMESARTAN,OLMESARTAN,1.118,1,62,4.1
T,674325,CHEMBL1200374,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,CHEMBL1200374,EXEMESTANE,EXEMESTANE,1.097,1,63,4.16
T,341382,CHEMBL1404,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,CHEMBL1404,RANOLAZINE,RANOLAZINE,1.095,1,64,4.23
T,4634,CHEMBL267930,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,CHEMBL267930,SPIPERONE,SPIPERONE,1.086,1,65,4.29
T,253571,CHEMBL153479,Nc1c(Br)cc(Br)cc1CN[C@H]1CC[C@H](O)CC1,CHEMBL1514634,"AMBROXOL HYDROCHLORI","AMBROXOL HYDROCHLORI",1.085,1,66,4.36
T,19278,CHEMBL588,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,CHEMBL588,FENOLDOPAM,FENOLDOPAM,1.078,1,67,4.43
T,441975,CHEMBL272195,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O,CHEMBL272195,EPIANDROSTERONE,EPIANDROSTERONE,1.075,1,68,4.49
T,454176,CHEMBL452861,CC(C)NC[C@H](O)COc1cccc2ccccc12,CHEMBL545328,"(S)-(-)-PROPRANOLOL ","(S)-(-)-PROPRANOLOL ",1.068,1,69,4.56
T,8130,CHEMBL495,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,CHEMBL495,ALPROSTADIL,ALPROSTADIL,1.06,1,70,4.62
T,4584,CHEMBL59,NCCc1ccc(O)c(O)c1,CHEMBL1557,"DOPAMINE HYDROCHLORI","DOPAMINE HYDROCHLORI",1.056,1,71,4.69
T,2341574,CHEMBL4303703,C/C(=C(\CCOC(=O)c1ccccc1)SS/C(CCOC(=O)c1ccccc1)=C(\C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N,CHEMBL4303703,BISBENTIAMINE,BISBENTIAMINE,1.055,1,72,4.76
T,180228,CHEMBL1146,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1,CHEMBL1360024,"CEFAMANDOLE SODIUM S","CEFAMANDOLE SODIUM S",1.053,1,73,4.82
T,316208,CHEMBL370753,OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,CHEMBL1524185,"OPIPRAMOL DIHYDROCHL","OPIPRAMOL DIHYDROCHL",1.052,1,74,4.89
T,12494,CHEMBL531,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,CHEMBL1275,"PERGOLIDE MESYLATE","PERGOLIDE MESYLATE",1.047,1,75,4.95
T,83838,CHEMBL924,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,CHEMBL4303669,"ZOLEDRONIC ACID HYDR","ZOLEDRONIC ACID HYDR",1.04,1,76,5.02
T,27927,CHEMBL25164,C[C@@H]1CC[C@H]2[C@@H](C)C(O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,CHEMBL25164,ARTENIMOL,ARTENIMOL,1.039,1,77,5.09
T,1768549,CHEMBL3306578,CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C,CHEMBL3306578,FOSINOPRIL,FOSINOPRIL,1.038,1,78,5.15
T,9372,CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,CHEMBL1678,"DONEPEZIL HYDROCHLOR","DONEPEZIL HYDROCHLOR",1.036,1,79,5.22
T,65351,CHEMBL850,C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1,CHEMBL850,SPARFLOXACIN,SPARFLOXACIN,1.032,1,80,5.28
T,27610,CHEMBL654,CN1CCN2c3ncccc3Cc3ccccc3C2C1,CHEMBL654,MIRTAZAPINE,MIRTAZAPINE,1.032,1,81,5.35
T,22391,CHEMBL606,CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,CHEMBL606,MISOPROSTOL,MISOPROSTOL,1.03,1,82,5.42
T,300763,CHEMBL178862,COc1ccc(-c2cc(=S)ss2)cc1,CHEMBL178862,ANETHOLE-TRITHIONE,ANETHOLE-TRITHIONE,1.029,1,83,5.48
T,23745,CHEMBL19449,CC(C)C(=O)c1c(C(C)C)nn2ccccc12,CHEMBL19449,IBUDILAST,IBUDILAST,1.02,1,84,5.55
T,139210,CHEMBL1070,COc1ccc2cc(CCC(C)=O)ccc2c1,CHEMBL1070,NABUMETONE,NABUMETONE,1.014,1,85,5.61
T,675213,CHEMBL1201262,CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1,CHEMBL1200833,"DIPIVEFRIN HYDROCHLO","DIPIVEFRIN HYDROCHLO",1.01,1,86,5.68
T,831827,CHEMBL1407943,Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1,CHEMBL1256817,"CLEMIZOLE HYDROCHLOR","CLEMIZOLE HYDROCHLOR",1.007,1,87,5.75
T,2341634,CHEMBL4303803,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O,CHEMBL4303648,"BENZATHINE BENZYLPEN","BENZATHINE BENZYLPEN",1.006,1,88,5.81
T,1214978,CHEMBL1874407,CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C,CHEMBL1874407,"ALFADOLONE ACETATE","ALFADOLONE ACETATE",1.002,1,89,5.88
T,182814,CHEMBL325109,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,CHEMBL1599248,"CLEBOPRIDE MALEATE","CLEBOPRIDE MALEATE",1.002,1,90,5.94
T,2208,CHEMBL38,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,CHEMBL38,"RETINOIC ACID","RETINOIC ACID",0.999,1,91,6.01
T,321213,CHEMBL190044,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C,CHEMBL190044,TRIMEBUTINE,TRIMEBUTINE,0.9988,1,92,6.08
T,165012,CHEMBL101253,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,CHEMBL101253,VATALANIB,VATALANIB,0.9984,1,93,6.14
T,876580,CHEMBL1452696,CC(C)=CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,CHEMBL1452696,FEPRAZONE,FEPRAZONE,0.9962,1,94,6.21
T,1046943,CHEMBL1623992,CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1,CHEMBL1511957,"PIPERIDOLATE HYDROCH","PIPERIDOLATE HYDROCH",0.9868,1,95,6.27
T,1280,CHEMBL25,CC(=O)Oc1ccccc1C(=O)O,CHEMBL25,"ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID",0.9864,1,96,6.34
T,209571,CHEMBL338667,O=C(Nc1ccccc1)OCC(CN1CCCCC1)OC(=O)Nc1ccccc1,CHEMBL1456312,"DIPERODON HYDROCHLOR","DIPERODON HYDROCHLOR",0.9863,1,97,6.41
T,989360,CHEMBL1565476,CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,CHEMBL1565476,AZAPROPAZONE,AZAPROPAZONE,0.9817,1,98,6.47
T,663382,CHEMBL1189432,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,CHEMBL1719,"OLOPATADINE HYDROCHL","OLOPATADINE HYDROCHL",0.9804,1,99,6.54
T,801459,CHEMBL1377575,CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1,CHEMBL1377575,HOMOSALATE,HOMOSALATE,0.9772,1,100,6.61
T,1238958,CHEMBL1898387,COc1ccc(C(=O)c2ccc(C)cc2)c(O)c1,CHEMBL1898387,MEXENONE,MEXENONE,0.9765,1,101,6.67
T,1226203,CHEMBL1885632,CC(=O)Nc1ccc(CC(=O)O)cc1,CHEMBL1885632,ACTARIT,ACTARIT,0.9755,1,102,6.74
T,77779,CHEMBL900,Cc1ccccc1C(OCCN(C)C)c1ccccc1,CHEMBL1201023,"ORPHENADRINE HYDROCH","ORPHENADRINE HYDROCH",0.9732,1,103,6.8
T,674683,CHEMBL1200732,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,CHEMBL1200732,AMCINONIDE,AMCINONIDE,0.9715,1,104,6.87
T,21698,CHEMBL19236,COc1nc(C)nc(Cl)c1NC1=NCCN1,CHEMBL19236,MOXONIDINE,MOXONIDINE,0.9675,1,105,6.94
T,716415,CHEMBL1290003,CN1[C@H]2CCC[C@@H]1C[C@H](NC(=O)c1nn(C)c3ccccc13)C2,CHEMBL1290003,GRANISETRON,GRANISETRON,0.9667,1,106,7.0
T,70795,CHEMBL295619,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC1,CHEMBL295619,RUFLOXACIN,RUFLOXACIN,0.9666,1,107,7.07
T,663629,CHEMBL1189679,O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2,CHEMBL1720,"PALONOSETRON HYDROCH","PALONOSETRON HYDROCH",0.9614,1,108,7.13
T,468656,CHEMBL1621,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,CHEMBL1621,PALIPERIDONE,PALIPERIDONE,0.9522,1,109,7.2
T,19737,CHEMBL595,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,CHEMBL595,PIOGLITAZONE,PIOGLITAZONE,0.9499,1,110,7.27
T,38293,CHEMBL282121,CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1,CHEMBL1446650,"MEBEVERINE HYDROCHLO","MEBEVERINE HYDROCHLO",0.9476,1,111,7.33
T,51589,CHEMBL284733,N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,CHEMBL284733,DICLAZURIL,DICLAZURIL,0.9459,1,112,7.4
T,26401,CHEMBL621,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,CHEMBL1200798,"TRAZODONE HYDROCHLOR","TRAZODONE HYDROCHLOR",0.9436,1,113,7.46
T,453649,CHEMBL515914,CC(=O)OC[C@H]1O[C@@H](n2ncc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,CHEMBL515914,AZARIBINE,AZARIBINE,0.9419,1,114,7.53
T,105252,CHEMBL989,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,CHEMBL989,"FLUOCINOLONE ACETONI","FLUOCINOLONE ACETONI",0.9398,1,115,7.6
T,57090,CHEMBL823,CN(C)CCCN1c2ccccc2[S+]([O-])c2ccc(Cl)cc21,CHEMBL823,"CHLORPROMAZINE SULFO","CHLORPROMAZINE SULFO",0.938,1,116,7.66
T,70239,CHEMBL869,NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,CHEMBL869,NITROFURAL,NITROFURAL,0.9359,1,117,7.73
T,342897,CHEMBL1405,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,CHEMBL1405,ESTRONE,ESTRONE,0.9303,1,118,7.79
T,2341050,CHEMBL4303179,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O,CHEMBL4303179,PRASTERONE,PRASTERONE,0.9295,1,119,7.86
T,598402,CHEMBL1771,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,CHEMBL1771,CLOPIDOGREL,CLOPIDOGREL,0.9279,1,120,7.93
T,117805,CHEMBL73234,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,CHEMBL1256696,"CARBETAPENTANE CITRA","CARBETAPENTANE CITRA",0.9224,1,121,7.99
T,44648,CHEMBL33720,CNCC(O)c1ccc(O)cc1,CHEMBL33720,SYNEPHRINE,SYNEPHRINE,0.9175,1,122,8.06
T,674712,CHEMBL1200761,COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,CHEMBL1200761,CHLOROTRIANISENE,CHLOROTRIANISENE,0.9163,1,123,8.12
T,208978,CHEMBL1195,CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC,CHEMBL1769,"PROPOXYCAINE HYDROCH","PROPOXYCAINE HYDROCH",0.9161,1,124,8.19
T,21298,CHEMBL18331,Cc1nc2ccccn2c(=O)c1CCN1CCC(C(=O)c2ccc(F)cc2)CC1,CHEMBL18331,PIRENPERONE,PIRENPERONE,0.9157,1,125,8.26
T,147956,CHEMBL1086,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,CHEMBL1086,DIBUCAINE,DIBUCAINE,0.9095,1,126,8.32
T,163172,CHEMBL329522,O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O,CHEMBL329522,EXIFONE,EXIFONE,0.9092,1,127,8.39
T,66012,CHEMBL860,CN(C)CC/C=C1\c2ccccc2COc2ccccc21,CHEMBL1200462,"DOXEPIN HYDROCHLORID","DOXEPIN HYDROCHLORID",0.9086,1,128,8.45
T,495572,CHEMBL1657,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,CHEMBL1657,TAZAROTENE,TAZAROTENE,0.9001,1,129,8.52
